t1,t2,seqnr
1678787125041352901,1678787125043379319,466
1678787125141352670,1678787125143378889,467
1678787125241353058,1678787125243379271,468
1678787125341352835,1678787125343378928,469
1678787125441356617,1678787125443382562,470
1678787125541352807,1678787125543378828,471
1678787125641352807,1678787125643378981,472
1678787125741353083,1678787125743379930,473
1678787125841352731,1678787125843378993,474
1678787125941352776,1678787125943379157,475
1678787126041352750,1678787126043378950,476
1678787126141352743,1678787126143379013,477
1678787126241352910,1678787126243379188,478
1678787126341352741,1678787126343379096,479
1678787126441356250,1678787126443382396,480
1678787126541352838,1678787126543379159,481
1678787126641352785,1678787126643379063,482
1678787126741353050,1678787126743379646,483
1678787126841352711,1678787126843378990,484
1678787126941352692,1678787126943378305,485
1678787127041352799,1678787127043378951,486
1678787127141352776,1678787127143379043,487
1678787127241352833,1678787127243378939,488
1678787127341352675,1678787127343378684,489
1678787127441356174,1678787127443382256,490
1678787127541352862,1678787127543378852,491
1678787127641352723,1678787127643378891,492
1678787127741352961,1678787127743379268,493
1678787127841352698,1678787127843379123,494
1678787127941352701,1678787127943378930,495
1678787128041352921,1678787128043379054,496
1678787128141352728,1678787128143378989,497
1678787128241352827,1678787128243379145,498
1678787128341352730,1678787128343379596,499
1678787128441356196,1678787128443382366,500
1678787128541352903,1678787128543379200,501
1678787128641352677,1678787128643379164,502
1678787128741353049,1678787128743379246,503
1678787128841352825,1678787128843378988,504
1678787128941352706,1678787128943379078,505
1678787129041352935,1678787129043379143,506
1678787129141352776,1678787129143378894,507
1678787129241352727,1678787129243379011,508
1678787129341352803,1678787129343379245,509
1678787129441355897,1678787129443382021,510
1678787129541352868,1678787129543378993,511
1678787129641352730,1678787129643378286,512
1678787129741353043,1678787129743379488,513
1678787129841352870,1678787129843379057,514
1678787129941352704,1678787129943378938,515
1678787130041352885,1678787130043378967,516
1678787130141352799,1678787130143377773,517
1678787130241352797,1678787130243379042,518
1678787130341352785,1678787130343378862,519
1678787130441356088,1678787130443382076,520
1678787130541352808,1678787130543377779,521
1678787130641352746,1678787130643378814,522
1678787130741353011,1678787130743379510,523
1678787130841353039,1678787130843379163,524
1678787130941352696,1678787130943378169,525
1678787131041352734,1678787131043379028,526
1678787131141352790,1678787131143378779,527
1678787131241352764,1678787131243378923,528
1678787131341352818,1678787131343378859,529
1678787131441355842,1678787131443382066,530
1678787131541352785,1678787131543378971,531
1678787131641352801,1678787131643379050,532
1678787131741353076,1678787131743379639,533
1678787131841352829,1678787131843379144,534
1678787131941352775,1678787131943378181,535
1678787132041352734,1678787132043377953,536
1678787132141352827,1678787132143378821,537
1678787132241352700,1678787132243378751,538
1678787132341352883,1678787132343378824,539
1678787132441356140,1678787132443382364,540
1678787132541352718,1678787132543378533,541
1678787132641352971,1678787132643379038,542
1678787132741353332,1678787132743379801,543
1678787132841352900,1678787132843378886,544
1678787132941352830,1678787132943379112,545
1678787133041352673,1678787133043378724,546
1678787133141352906,1678787133143379185,547
1678787133241353585,1678787133243379699,548
1678787133341352810,1678787133343379095,549
1678787133441357007,1678787133443383210,550
1678787133541352824,1678787133543378920,551
1678787133641352944,1678787133643379007,552
1678787133741353240,1678787133743379439,553
1678787133841352758,1678787133843378823,554
1678787133941352800,1678787133943379077,555
1678787134041352709,1678787134043378880,556
1678787134141352866,1678787134143378985,557
1678787134241352759,1678787134243379002,558
1678787134341352634,1678787134343378809,559
1678787134441356298,1678787134443382667,560
