t1,t2,seqnr
1678785186510991488,1678785186512772043,497
1678785186610990774,1678785186612775705,498
1678785186711007112,1678785186712773861,499
1678785186810803884,1678785186812775763,500
1678785186910801018,1678785186912774251,501
1678785187010821939,1678785187012775898,502
1678785187110994736,1678785187112774226,503
1678785187210804396,1678785187212760686,504
1678785187311002701,1678785187312772114,505
1678785187410985831,1678785187412772664,506
1678785187510995574,1678785187512772155,507
1678785187610986284,1678785187612773707,508
1678785187710987948,1678785187712773860,509
1678785187810990110,1678785187812774085,510
1678785187910993038,1678785187912774312,511
1678785188010989441,1678785188012774356,512
1678785188110779925,1678785188112773957,513
1678785188210963429,1678785188212761129,514
1678785188310759894,1678785188312772263,515
1678785188411008617,1678785188412771561,516
1678785188511005991,1678785188512773655,517
1678785188610996575,1678785188612774395,518
1678785188710993475,1678785188712773727,519
1678785188810982331,1678785188812773961,520
1678785188911005787,1678785188912773773,521
1678785189010990009,1678785189012774554,522
1678785189110992991,1678785189112774284,523
1678785189211011378,1678785189212760287,524
1678785189310989473,1678785189312767487,525
1678785189410990537,1678785189412772126,526
1678785189510988705,1678785189512772097,527
1678785189610996261,1678785189612772737,528
1678785189710989684,1678785189712774138,529
1678785189810974516,1678785189812776040,530
1678785189910989960,1678785189912774374,531
1678785190010991891,1678785190012773246,532
1678785190110972122,1678785190112773964,533
1678785190210995067,1678785190212714276,534
1678785190310991796,1678785190312766873,535
1678785190410990602,1678785190412773967,536
1678785190510993987,1678785190512772134,537
1678785190610994945,1678785190612774320,538
1678785190710964235,1678785190712773912,539
1678785190810798753,1678785190812774315,540
1678785190910990059,1678785190912774368,541
1678785191010991141,1678785191012774142,542
1678785191110994913,1678785191112774057,543
1678785191211010113,1678785191212760164,544
1678785191310810610,1678785191312783181,545
1678785191411001599,1678785191412772289,546
1678785191510989075,1678785191512772285,547
1678785191610994806,1678785191612774042,548
1678785191710991646,1678785191712773978,549
1678785191810803192,1678785191812773889,550
1678785191910990272,1678785191912773682,551
1678785192010804439,1678785192012773987,552
1678785192110991034,1678785192112773955,553
1678785192210943182,1678785192212760445,554
1678785192310993455,1678785192312767734,555
1678785192410983519,1678785192412772367,556
1678785192510997228,1678785192512776452,557
1678785192610988131,1678785192612776109,558
1678785192710991477,1678785192712774293,559
1678785192810974701,1678785192812774103,560
1678785192911013873,1678785192912773612,561
1678785193010992079,1678785193012773492,562
