t1,t2,seqnr
1678787478568886458,1678787478570912364,264
1678787478668886518,1678787478670912739,265
1678787478768886383,1678787478770912301,266
1678787478868886511,1678787478870912607,267
1678787478968886574,1678787478970912801,268
1678787479068886494,1678787479070913393,269
1678787479168890156,1678787479170916562,270
1678787479268886558,1678787479270912940,271
1678787479368886517,1678787479370912640,272
1678787479468886577,1678787479470912701,273
1678787479568886467,1678787479570912447,274
1678787479668886391,1678787479670912576,275
1678787479768886526,1678787479770912612,276
1678787479868887061,1678787479870913133,277
1678787479968886589,1678787479970912906,278
1678787480068886470,1678787480070912662,279
1678787480168890580,1678787480170917110,280
1678787480268886523,1678787480270912615,281
1678787480368886520,1678787480370912702,282
1678787480468886458,1678787480470912465,283
1678787480568886510,1678787480570912484,284
1678787480668886404,1678787480670912778,285
1678787480768886513,1678787480770912519,286
1678787480868886593,1678787480870912585,287
1678787480968886462,1678787480970912731,288
1678787481068886480,1678787481070912483,289
1678787481168890256,1678787481170916621,290
1678787481268886573,1678787481270912737,291
1678787481368886459,1678787481370912562,292
1678787481468886547,1678787481470912735,293
1678787481568886507,1678787481570913223,294
1678787481668886503,1678787481670912903,295
1678787481768886514,1678787481770912729,296
1678787481868886440,1678787481870912681,297
1678787481968886430,1678787481970912799,298
1678787482068886453,1678787482070912438,299
1678787482168890034,1678787482170916215,300
1678787482268886449,1678787482270912643,301
1678787482368886410,1678787482370912579,302
1678787482468886433,1678787482470912519,303
1678787482568886474,1678787482570912740,304
1678787482668886468,1678787482670912733,305
1678787482768886445,1678787482770912558,306
1678787482868886382,1678787482870912387,307
1678787482968886418,1678787482970912687,308
1678787483068886544,1678787483070912373,309
1678787483168890070,1678787483170916730,310
1678787483268886437,1678787483270912551,311
1678787483368886425,1678787483370911892,312
1678787483468886534,1678787483470912784,313
1678787483568886581,1678787483570912717,314
1678787483668886473,1678787483670913316,315
1678787483768886344,1678787483770912664,316
1678787483868886433,1678787483870911892,317
1678787483968886385,1678787483970912856,318
1678787484068886482,1678787484070912587,319
1678787484168889973,1678787484170916852,320
1678787484268886413,1678787484270912567,321
1678787484368886422,1678787484370912456,322
1678787484468886464,1678787484470912676,323
1678787484568886604,1678787484570912712,324
1678787484668886440,1678787484670912568,325
1678787484768886418,1678787484770912536,326
1678787484868886468,1678787484870912568,327
1678787484968886385,1678787484970912584,328
1678787485068886515,1678787485070912519,329
1678787485168889917,1678787485170916583,330
1678787485268886387,1678787485270912564,331
1678787485368886438,1678787485370912483,332
1678787485468886461,1678787485470912664,333
1678787485568886535,1678787485570912583,334
1678787485668886442,1678787485670912386,335
1678787485768886423,1678787485770912614,336
1678787485868886433,1678787485870912405,337
1678787485968886400,1678787485970912310,338
1678787486068886413,1678787486070911448,339
1678787486168889986,1678787486170917599,340
1678787486268886443,1678787486270912937,341
1678787486368886495,1678787486370912523,342
1678787486468886449,1678787486470912555,343
1678787486568886466,1678787486570912523,344
1678787486668886518,1678787486670912334,345
1678787486768886423,1678787486770912598,346
1678787486868886495,1678787486870912482,347
1678787486968886464,1678787486970912374,348
1678787487068886475,1678787487070912447,349
1678787487168889975,1678787487170917322,350
1678787487268886430,1678787487270912835,351
1678787487368886367,1678787487370912461,352
1678787487468886442,1678787487470912497,353
1678787487568886462,1678787487570912595,354
1678787487668886480,1678787487670912427,355
1678787487768886414,1678787487770913205,356
1678787487868886409,1678787487870912707,357
1678787487968886477,1678787487970912860,358
1678787488068886447,1678787488070912424,359
1678787488168889638,1678787488170918464,360
1678787488268886390,1678787488270912688,361
1678787488368886573,1678787488370912764,362
1678787488468886445,1678787488470912407,363
1678787488568886519,1678787488570912636,364
1678787488668886498,1678787488670912485,365
1678787488768886420,1678787488770912588,366
1678787488868886372,1678787488870912411,367
1678787488968886427,1678787488970912726,368
1678787489068886493,1678787489070912352,369
1678787489168890043,1678787489170916585,370
1678787489268886474,1678787489270912668,371
1678787489368886386,1678787489370912472,372
1678787489468886481,1678787489470912479,373
1678787489568886485,1678787489570912276,374
1678787489668886541,1678787489670912639,375
1678787489768886480,1678787489770913429,376
1678787489868886445,1678787489870911984,377
1678787489968886514,1678787489970912634,378
1678787490068886477,1678787490070912634,379
1678787490168889999,1678787490170916893,380
1678787490268886503,1678787490270912802,381
1678787490368886491,1678787490370912548,382
1678787490468886469,1678787490470912431,383
1678787490568886471,1678787490570912599,384
1678787490668886446,1678787490670912524,385
1678787490768886499,1678787490770912747,386
1678787490868886589,1678787490870912744,387
1678787490968886468,1678787490970912599,388
1678787491068886458,1678787491070911821,389
1678787491168889921,1678787491170919017,390
1678787491268886546,1678787491270912690,391
1678787491368886393,1678787491370912487,392
1678787491468886485,1678787491470912414,393
1678787491568886494,1678787491570912640,394
1678787491668887180,1678787491670913323,395
1678787491768886702,1678787491770912927,396
1678787491868886569,1678787491870912649,397
1678787491968886379,1678787491970912546,398
1678787492068886540,1678787492070912829,399
1678787492168890662,1678787492170916222,400
1678787492268886582,1678787492270912468,401
1678787492368886366,1678787492370912704,402
1678787492468886415,1678787492470912611,403
1678787492568886527,1678787492570912443,404
1678787492668886446,1678787492670912407,405
1678787492768886477,1678787492770912821,406
1678787492868886424,1678787492870913023,407
1678787492968886401,1678787492970912701,408
1678787493068886494,1678787493070912546,409
1678787493168890337,1678787493170916314,410
1678787493268886512,1678787493270912886,411
1678787493368886426,1678787493370912522,412
1678787493468886350,1678787493470912043,413
1678787493568886543,1678787493570912651,414
1678787493668886557,1678787493670912502,415
1678787493768886483,1678787493770912399,416
1678787493868886433,1678787493870912893,417
1678787493968886386,1678787493970912740,418
1678787494068886532,1678787494070912566,419
1678787494168890226,1678787494170917885,420
1678787494268886443,1678787494270912723,421
1678787494368886443,1678787494370913535,422
1678787494468886420,1678787494470912454,423
1678787494568886650,1678787494570912977,424
1678787494668886486,1678787494670912519,425
1678787494768886540,1678787494770912500,426
1678787494868886430,1678787494870912762,427
1678787494968886436,1678787494970912801,428
1678787495068886460,1678787495070912685,429
1678787495168890082,1678787495170919089,430
1678787495268886425,1678787495270912746,431
1678787495368886469,1678787495370912607,432
1678787495468886344,1678787495470912526,433
1678787495568886495,1678787495570912516,434
1678787495668886414,1678787495670912430,435
1678787495768886456,1678787495770912370,436
1678787495868886457,1678787495870912861,437
1678787495968886353,1678787495970912646,438
1678787496068886486,1678787496070912803,439
1678787496168890035,1678787496170917275,440
1678787496268886367,1678787496270912838,441
1678787496368886448,1678787496370912698,442
1678787496468886441,1678787496470912678,443
1678787496568886509,1678787496570912641,444
1678787496668886411,1678787496670912606,445
1678787496768887069,1678787496770912936,446
1678787496868886588,1678787496870912980,447
1678787496968886499,1678787496970912605,448
1678787497068886485,1678787497070912764,449
1678787497168890483,1678787497170918721,450
1678787497268886485,1678787497270911930,451
1678787497368886436,1678787497370912352,452
1678787497468886458,1678787497470912418,453
1678787497568886538,1678787497570912622,454
1678787497668886540,1678787497670912492,455
1678787497768886609,1678787497770912792,456
1678787497868886502,1678787497870912853,457
1678787497968886555,1678787497970913643,458
1678787498068886421,1678787498070912652,459
1678787498168890246,1678787498170918243,460
1678787498268886438,1678787498270912851,461
1678787498368886506,1678787498370912727,462
1678787498468886514,1678787498470912877,463
1678787498568886415,1678787498570912474,464
1678787498668886452,1678787498670912437,465
1678787498768886479,1678787498770912620,466
1678787498868886445,1678787498870912620,467
1678787498968886400,1678787498970912668,468
1678787499068886415,1678787499070912489,469
1678787499168890052,1678787499170916033,470
1678787499268886753,1678787499270912857,471
1678787499368886457,1678787499370912579,472
1678787499468886409,1678787499470912177,473
1678787499568886475,1678787499570912451,474
1678787499668886439,1678787499670912355,475
1678787499768886452,1678787499770912374,476
1678787499868886452,1678787499870912625,477
1678787499968886505,1678787499970912543,478
1678787500068886500,1678787500070913441,479
1678787500168890214,1678787500170919139,480
1678787500268886458,1678787500270912949,481
1678787500368886473,1678787500370912542,482
1678787500468886373,1678787500470912404,483
1678787500568886534,1678787500570912759,484
1678787500668886482,1678787500670912720,485
1678787500768886431,1678787500770912441,486
1678787500868886638,1678787500870906075,487
1678787500968886519,1678787500970912686,488
1678787501068886405,1678787501070912360,489
1678787501168890144,1678787501170919057,490
1678787501268886585,1678787501270912804,491
1678787501368886392,1678787501370912491,492
1678787501468886437,1678787501470912390,493
1678787501568886438,1678787501570912515,494
1678787501668886414,1678787501670912446,495
1678787501768886458,1678787501770912568,496
1678787501868886477,1678787501870912244,497
1678787501968886532,1678787501970912620,498
1678787502068886477,1678787502070912566,499
1678787502168890115,1678787502170919107,500
1678787502268886492,1678787502270912946,501
1678787502368886401,1678787502370912586,502
1678787502468886438,1678787502470912458,503
1678787502568886467,1678787502570912834,504
1678787502668886470,1678787502670912725,505
1678787502768886545,1678787502770912560,506
1678787502868886448,1678787502870912160,507
1678787502968886441,1678787502970912609,508
1678787503068886449,1678787503070913002,509
1678787503268886471,1678787503270912872,511
1678787503368886378,1678787503370912641,512
1678787503468886350,1678787503470912280,513
1678787503568886496,1678787503570912525,514
1678787503668886405,1678787503670912532,515
1678787503768886455,1678787503770912459,516
1678787503868886471,1678787503870912610,517
1678787503968886370,1678787503970912598,518
1678787504068886494,1678787504070912513,519
1678787504268886409,1678787504270912757,521
1678787504368886409,1678787504370912694,522
1678787504468886404,1678787504470912309,523
1678787504568886449,1678787504570912423,524
1678787504668886436,1678787504670912629,525
1678787504768886435,1678787504770912574,526
1678787504868886475,1678787504870912415,527
1678787504968886471,1678787504970911843,528
1678787505068886565,1678787505070912672,529
1678787505268886441,1678787505270912770,531
1678787505368886425,1678787505370912593,532
1678787505468886400,1678787505470912420,533
1678787505568886479,1678787505570912570,534
1678787505668886396,1678787505670913575,535
1678787505768886394,1678787505770912477,536
1678787505868886437,1678787505870912742,537
1678787505968886454,1678787505970912881,538
1678787506068886402,1678787506070912629,539
1678787506268886518,1678787506270913279,541
1678787506368886407,1678787506370912787,542
1678787506468886379,1678787506470912435,543
1678787506568886456,1678787506570915420,544
1678787506668886426,1678787506670912934,545
1678787506768886380,1678787506770912615,546
1678787506868886465,1678787506870912484,547
1678787506968886386,1678787506970912448,548
1678787507068886488,1678787507070912757,549
1678787507268886475,1678787507270913183,551
1678787507368886462,1678787507370912529,552
1678787507468886434,1678787507470912298,553
1678787507568886491,1678787507570911902,554
1678787507668886503,1678787507670912683,555
1678787507768886435,1678787507770912430,556
1678787507868886563,1678787507870911944,557
1678787507968886406,1678787507970912645,558
1678787508068886540,1678787508070912513,559
1678787508168890120,1678787508170916448,560
1678787508268886448,1678787508270912642,561
1678787508368886466,1678787508370912391,562
1678787508468886540,1678787508470912067,563
1678787508568886536,1678787508570912544,564
1678787508668886444,1678787508670912484,565
1678787508768886415,1678787508770913292,566
1678787508868886458,1678787508870912692,567
1678787508968886371,1678787508970912633,568
1678787509068886490,1678787509070912523,569
1678787509168890114,1678787509170916263,570
1678787509268886452,1678787509270912977,571
1678787509368886452,1678787509370912582,572
1678787509468886546,1678787509470912582,573
1678787509568886500,1678787509570912681,574
1678787509668886526,1678787509670912572,575
1678787509768886471,1678787509770912419,576
1678787509868886640,1678787509870912550,577
1678787509968886417,1678787509970912615,578
1678787510068886461,1678787510070912635,579
1678787510168889854,1678787510170916083,580
1678787510268886463,1678787510270912774,581
1678787510368886461,1678787510370912699,582
1678787510468886449,1678787510470912566,583
1678787510568886459,1678787510570912526,584
1678787510668886393,1678787510670912444,585
1678787510768886438,1678787510770912722,586
1678787510868886669,1678787510870912910,587
1678787510968886465,1678787510970912604,588
1678787511068886541,1678787511070912716,589
1678787511168890174,1678787511170916286,590
1678787511268886566,1678787511270912967,591
1678787511368886436,1678787511370912416,592
1678787511468886483,1678787511470912549,593
1678787511568886482,1678787511570912423,594
1678787511668886439,1678787511670912580,595
1678787511768886438,1678787511770912342,596
1678787511868886456,1678787511870912417,597
1678787511968886460,1678787511970912446,598
1678787512068886428,1678787512070912699,599
1678787512268886611,1678787512270912872,601
1678787512368886434,1678787512370913318,602
1678787512468886458,1678787512470912582,603
1678787512568886410,1678787512570912654,604
1678787512668886346,1678787512670912382,605
1678787512768886481,1678787512770912413,606
1678787512868886370,1678787512870912524,607
1678787512968886412,1678787512970912550,608
1678787513068886416,1678787513070912514,609
1678787513168890139,1678787513170916350,610
1678787513268886623,1678787513270912509,611
1678787513368886487,1678787513370912823,612
1678787513468886411,1678787513470912392,613
1678787513568886435,1678787513570912338,614
1678787513668886372,1678787513670912512,615
1678787513768886400,1678787513770912494,616
1678787513868886372,1678787513870912358,617
1678787513968886398,1678787513970912783,618
1678787514068886486,1678787514070912628,619
1678787514168890278,1678787514170916286,620
1678787514268886559,1678787514270912624,621
1678787514368886405,1678787514370912462,622
1678787514468886349,1678787514470912188,623
1678787514568886450,1678787514570912569,624
1678787514668886409,1678787514670912492,625
1678787514768886500,1678787514770912607,626
1678787514868886457,1678787514870912741,627
1678787514968886405,1678787514970912811,628
1678787515068886489,1678787515070912722,629
1678787515168890108,1678787515170915730,630
1678787515268886440,1678787515270912879,631
1678787515368886479,1678787515370912547,632
1678787515468886361,1678787515470912420,633
1678787515568886517,1678787515570912352,634
1678787515668886370,1678787515670911538,635
1678787515768886423,1678787515770912533,636
1678787515868886415,1678787515870912500,637
1678787515968886503,1678787515970912757,638
1678787516068886512,1678787516070912794,639
1678787516268886427,1678787516270913053,641
1678787516368886464,1678787516370912493,642
1678787516468886392,1678787516470912413,643
1678787516568886479,1678787516570912480,644
1678787516668886415,1678787516670911544,645
1678787516768886577,1678787516770912568,646
1678787516868886441,1678787516870912565,647
1678787516968886489,1678787516970912618,648
1678787517068886406,1678787517070912480,649
1678787517268886449,1678787517270912616,651
1678787517368886424,1678787517370912439,652
1678787517468886409,1678787517470912425,653
1678787517568886429,1678787517570912368,654
1678787517668886424,1678787517670912431,655
1678787517768886464,1678787517770912388,656
1678787517868886515,1678787517870912710,657
1678787517968886427,1678787517970913415,658
1678787518068886387,1678787518070912404,659
1678787518168889954,1678787518170916484,660
1678787518268886542,1678787518270912591,661
1678787518368886449,1678787518370912550,662
1678787518468886453,1678787518470913404,663
1678787518568886448,1678787518570912882,664
1678787518668886422,1678787518670912640,665
1678787518768886442,1678787518770912629,666
1678787518868886418,1678787518870912479,667
1678787518968886493,1678787518970912737,668
1678787519068886405,1678787519070912407,669
1678787519168889947,1678787519170916264,670
1678787519268886512,1678787519270913086,671
1678787519368886445,1678787519370912553,672
1678787519468886374,1678787519470912302,673
1678787519568886501,1678787519570912595,674
1678787519668886396,1678787519670912410,675
1678787519768887197,1678787519770913026,676
1678787519868886432,1678787519870912408,677
1678787519968886491,1678787519970912771,678
1678787520068886512,1678787520070912575,679
1678787520168890252,1678787520170916523,680
1678787520268886589,1678787520270912172,681
1678787520368886500,1678787520370912739,682
1678787520468886471,1678787520470912410,683
1678787520568886508,1678787520570912424,684
1678787520668886459,1678787520670912395,685
1678787520768886508,1678787520770912580,686
1678787520868886639,1678787520870912737,687
1678787520968886490,1678787520970912773,688
1678787521068886491,1678787521070912747,689
1678787521168890191,1678787521170916553,690
1678787521268886445,1678787521270912679,691
1678787521368886480,1678787521370912565,692
1678787521468886542,1678787521470912636,693
1678787521568886558,1678787521570912731,694
1678787521668886458,1678787521670912554,695
1678787521768886500,1678787521770912722,696
1678787521868886718,1678787521870912890,697
1678787521968886541,1678787521970912847,698
1678787522068886515,1678787522070912612,699
1678787522268886479,1678787522270913025,701
1678787522368886405,1678787522370912139,702
1678787522468886432,1678787522470912484,703
1678787522568886443,1678787522570912487,704
1678787522668886386,1678787522670912460,705
1678787522768886490,1678787522770912493,706
1678787522868886395,1678787522870912587,707
1678787522968886421,1678787522970912540,708
1678787523068886547,1678787523070912790,709
1678787523168889973,1678787523170916274,710
1678787523268886547,1678787523270912866,711
1678787523368886408,1678787523370912200,712
1678787523468886451,1678787523470912433,713
1678787523568886444,1678787523570913047,714
1678787523668886421,1678787523670912496,715
1678787523768886445,1678787523770912542,716
1678787523868886458,1678787523870912503,717
1678787523968886413,1678787523970912771,718
1678787524068886496,1678787524070912515,719
1678787524168889966,1678787524170916248,720
1678787524268886555,1678787524270912834,721
1678787524368886474,1678787524370912630,722
1678787524468886412,1678787524470912576,723
1678787524568886495,1678787524570912689,724
1678787524668886439,1678787524670912369,725
1678787524768886504,1678787524770912568,726
1678787524868886364,1678787524870912321,727
1678787524968886397,1678787524970912608,728
1678787525068886488,1678787525070912479,729
1678787525168890230,1678787525170916728,730
1678787525268886558,1678787525270912701,731
1678787525368886435,1678787525370912654,732
1678787525468886394,1678787525470912600,733
1678787525568886466,1678787525570912625,734
1678787525668886407,1678787525670912419,735
1678787525768886383,1678787525770912353,736
1678787525868886398,1678787525870912477,737
1678787525968886461,1678787525970912763,738
1678787526068886487,1678787526070912639,739
1678787526268886467,1678787526270913059,741
1678787526368886431,1678787526370912429,742
1678787526468886444,1678787526470912472,743
1678787526568886500,1678787526570912570,744
1678787526668886404,1678787526670912795,745
1678787526768886412,1678787526770912451,746
1678787526868886429,1678787526870912132,747
1678787526968886378,1678787526970912689,748
1678787527168889974,1678787527170916346,750
1678787527268886445,1678787527270912873,751
1678787527368886443,1678787527370912476,752
1678787527468886438,1678787527470912243,753
1678787527568886463,1678787527570912319,754
1678787527668886429,1678787527670912393,755
1678787527768886377,1678787527770912370,756
1678787527868886444,1678787527870912535,757
1678787527968886421,1678787527970912347,758
1678787528068886423,1678787528070912535,759
1678787528168890024,1678787528170916834,760
1678787528268886411,1678787528270913084,761
1678787528368886394,1678787528370912566,762
1678787528468886428,1678787528470912485,763
1678787528568886455,1678787528570912576,764
1678787528668886420,1678787528670912264,765
1678787528768886408,1678787528770912346,766
1678787528868886460,1678787528870912357,767
1678787528968886477,1678787528970905836,768
1678787529068886436,1678787529070912419,769
1678787529268886483,1678787529270913165,771
1678787529368886481,1678787529370912795,772
1678787529468886408,1678787529470912480,773
1678787529568886493,1678787529570912514,774
1678787529668886442,1678787529670912454,775
1678787529768886428,1678787529770912744,776
1678787529868886535,1678787529870912426,777
1678787529968886411,1678787529970912685,778
1678787530068886402,1678787530070912553,779
1678787530268886471,1678787530270912965,781
1678787530368886526,1678787530370912546,782
1678787530468886446,1678787530470912434,783
1678787530568886546,1678787530570912665,784
1678787530668886437,1678787530670912383,785
1678787530768886419,1678787530770912584,786
1678787530868886666,1678787530870911697,787
1678787530968886494,1678787530970912792,788
1678787531068886455,1678787531070912520,789
1678787531168890219,1678787531170916282,790
1678787531268886504,1678787531270912968,791
1678787531368886383,1678787531370912562,792
1678787531468886500,1678787531470912415,793
1678787531568886459,1678787531570912534,794
1678787531668886458,1678787531670912367,795
